timestamp,case_id,model_version,prediction,probability_default
2026-03-26T11:49:50.367600,188,rf_v1,0,0.3400300743525584
2026-03-26T11:49:50.367600,189,rf_v1,0,0.19430845879223063
2026-03-26T11:49:50.367600,190,rf_v1,0,0.057522122732895316
2026-03-26T11:49:50.367600,191,rf_v1,0,0.21514004556507355
2026-03-26T11:49:50.367600,192,rf_v1,1,0.5201454515894784
2026-03-26T11:49:50.367600,193,rf_v1,0,0.1658696888999339
2026-03-26T11:49:50.367600,194,rf_v1,0,0.2739225362772018
2026-03-26T11:49:50.367600,195,rf_v1,0,0.09278109558585004
2026-03-26T11:49:50.367600,196,rf_v1,1,0.7896378017076013
2026-03-26T11:49:50.367600,197,rf_v1,0,0.1491187869371612
2026-03-26T11:49:50.367600,198,rf_v1,0,0.1420438020874622
2026-03-26T11:49:50.367600,199,rf_v1,0,0.2963273204990819
2026-03-26T11:49:50.367600,200,rf_v1,0,0.12042852273476252
